Incident_ID,Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours)
1659,France,2019,Malware,Retail,21.92,603904,Nation-state,Unpatched Software,Firewall,38
517,USA,2015,SQL Injection,Education,98.78,140958,Insider,Social Engineering,AI-based Detection,51
1858,Australia,2017,Man-in-the-Middle,IT,45.5,889521,Nation-state,Weak Passwords,Encryption,51
1278,India,2020,SQL Injection,Government,99.72,604113,Insider,Weak Passwords,Encryption,7
951,France,2020,Man-in-the-Middle,Retail,89.85,722081,Hacker Group,Zero-day,VPN,33
1121,Germany,2022,Ransomware,Retail,19.47,496271,Hacker Group,Unpatched Software,AI-based Detection,20
420,Germany,2019,Phishing,Healthcare,99.97,950451,Hacker Group,Weak Passwords,AI-based Detection,29
923,Japan,2020,Phishing,Government,32.39,442923,Nation-state,Social Engineering,Encryption,57
2729,Germany,2018,DDoS,Government,35.76,716770,Insider,Unpatched Software,Encryption,2
478,USA,2018,DDoS,Government,84.85,639011,Insider,Weak Passwords,Firewall,26
2036,UK,2018,DDoS,Retail,0.5,261266,Hacker Group,Weak Passwords,Firewall,63
2178,France,2015,Phishing,Banking,83.27,288526,Hacker Group,Unpatched Software,Encryption,66
1693,UK,2016,Ransomware,Healthcare,61.66,639896,Hacker Group,Social Engineering,VPN,63
2213,France,2021,Phishing,Retail,45.67,95873,Unknown,Unpatched Software,Antivirus,50
1472,Brazil,2015,Malware,Education,37.54,49473,Insider,Social Engineering,Firewall,51
1203,India,2023,SQL Injection,Government,40.63,356387,Nation-state,Zero-day,Antivirus,11
1670,UK,2022,Malware,Healthcare,91.65,337120,Insider,Weak Passwords,Firewall,59
2775,Germany,2018,Man-in-the-Middle,Banking,89.87,15909,Nation-state,Zero-day,Antivirus,19
1971,India,2022,DDoS,Banking,13.97,762440,Nation-state,Unpatched Software,AI-based Detection,19
821,Australia,2024,Phishing,Banking,14.97,214740,Nation-state,Unpatched Software,Encryption,57
1998,UK,2021,SQL Injection,Telecommunications,1.47,204624,Unknown,Unpatched Software,VPN,33
2869,Australia,2024,DDoS,IT,82.49,102295,Unknown,Weak Passwords,VPN,46
1249,France,2017,Phishing,Government,59.64,551515,Unknown,Zero-day,AI-based Detection,37
2873,India,2018,SQL Injection,Education,12.44,599905,Nation-state,Social Engineering,VPN,13
2650,Australia,2017,DDoS,Education,31.74,724207,Hacker Group,Weak Passwords,Firewall,54
1047,Germany,2017,DDoS,Healthcare,72.05,263506,Insider,Zero-day,Encryption,49
1889,UK,2021,Malware,Banking,73.02,731722,Hacker Group,Weak Passwords,VPN,28
616,China,2020,SQL Injection,Healthcare,62.44,55719,Unknown,Unpatched Software,Firewall,71
1319,Germany,2020,Phishing,Government,40.62,318648,Insider,Zero-day,Encryption,1
2885,Brazil,2019,DDoS,Education,44.51,119319,Nation-state,Zero-day,Firewall,9
2461,Japan,2023,Phishing,Banking,82.36,612815,Insider,Zero-day,Antivirus,12
1773,Germany,2018,Man-in-the-Middle,Retail,43.28,22241,Hacker Group,Zero-day,Firewall,5
2952,Germany,2023,Malware,Government,69.39,358933,Nation-state,Zero-day,Antivirus,3
132,France,2023,Ransomware,Retail,64.08,238068,Unknown,Unpatched Software,VPN,61
78,USA,2022,Ransomware,Education,21.01,787752,Nation-state,Weak Passwords,Antivirus,9
2053,Australia,2018,DDoS,Healthcare,10.77,910081,Nation-state,Zero-day,VPN,28
725,Australia,2024,Man-in-the-Middle,Government,50.36,165496,Nation-state,Weak Passwords,Encryption,72
1315,France,2017,Phishing,Banking,15.14,276541,Hacker Group,Social Engineering,AI-based Detection,16
1852,Japan,2022,Man-in-the-Middle,IT,65.19,216303,Hacker Group,Unpatched Software,AI-based Detection,49
2297,Germany,2016,DDoS,Banking,44.17,236438,Hacker Group,Weak Passwords,Antivirus,24
2487,India,2019,Phishing,Education,6.29,344693,Hacker Group,Social Engineering,Encryption,19
1373,USA,2024,SQL Injection,Retail,94.83,891369,Hacker Group,Social Engineering,Antivirus,71
1856,Germany,2017,Malware,Healthcare,49.09,397361,Hacker Group,Weak Passwords,Encryption,57
1320,USA,2022,Ransomware,Education,14.5,353297,Insider,Weak Passwords,VPN,58
2875,USA,2023,Phishing,Telecommunications,6.18,591348,Nation-state,Weak Passwords,Encryption,55
2172,Russia,2015,Man-in-the-Middle,IT,30.93,568075,Unknown,Weak Passwords,Encryption,22
376,UK,2015,Ransomware,Banking,13.49,345825,Hacker Group,Zero-day,AI-based Detection,6
1909,Japan,2020,Man-in-the-Middle,Education,29.58,141411,Insider,Unpatched Software,AI-based Detection,58
334,India,2022,SQL Injection,IT,32.73,153154,Hacker Group,Zero-day,VPN,37
2252,USA,2024,DDoS,Telecommunications,15.53,298385,Hacker Group,Unpatched Software,AI-based Detection,11
2737,USA,2023,SQL Injection,Banking,98.91,995462,Unknown,Unpatched Software,Firewall,33
1605,China,2019,Ransomware,Government,15.42,555153,Unknown,Zero-day,Encryption,11
1119,Japan,2019,Malware,Retail,36.66,977185,Insider,Social Engineering,Antivirus,71
2829,France,2019,DDoS,IT,75.84,877224,Unknown,Unpatched Software,Encryption,57
1944,India,2021,Malware,Government,57.91,769222,Insider,Weak Passwords,Antivirus,32
2262,Germany,2024,Malware,Telecommunications,70.44,998028,Hacker Group,Unpatched Software,Encryption,59
2550,India,2018,DDoS,Government,65.11,95378,Insider,Social Engineering,Antivirus,67
1343,Russia,2018,Phishing,IT,65.88,503520,Hacker Group,Zero-day,Encryption,48
321,France,2020,SQL Injection,IT,25.32,644538,Unknown,Social Engineering,Antivirus,57
1620,UK,2020,Phishing,Healthcare,39.47,551014,Nation-state,Social Engineering,Firewall,71
2448,Brazil,2019,Ransomware,Telecommunications,87.41,919425,Nation-state,Unpatched Software,Encryption,45
2061,Germany,2023,SQL Injection,Retail,49.76,460558,Nation-state,Zero-day,VPN,61
1674,UK,2018,Man-in-the-Middle,Government,91.52,865257,Nation-state,Social Engineering,VPN,19
1943,Australia,2018,Malware,Education,21.39,437056,Hacker Group,Zero-day,AI-based Detection,52
261,India,2016,Phishing,Retail,59.36,967614,Nation-state,Unpatched Software,AI-based Detection,71
2355,India,2020,Malware,Healthcare,20.62,54206,Insider,Unpatched Software,VPN,51
2040,France,2020,Ransomware,Government,81.53,694660,Unknown,Weak Passwords,Encryption,29
690,India,2017,SQL Injection,IT,78.94,858565,Unknown,Weak Passwords,Encryption,29
902,Japan,2021,DDoS,Government,35.46,937562,Unknown,Zero-day,Firewall,10
2027,Germany,2024,Phishing,Government,22.46,499142,Nation-state,Unpatched Software,VPN,70
139,UK,2017,SQL Injection,IT,53.39,576110,Insider,Unpatched Software,Antivirus,37
1918,Australia,2017,Malware,IT,33.34,673439,Insider,Weak Passwords,Firewall,13
1829,India,2018,Malware,Healthcare,66.96,294133,Insider,Social Engineering,VPN,20
1574,Brazil,2021,Ransomware,Government,21.21,570810,Insider,Social Engineering,Firewall,72
320,India,2023,Ransomware,Telecommunications,3.51,661681,Hacker Group,Weak Passwords,AI-based Detection,14
654,Japan,2024,DDoS,Healthcare,99.28,589898,Unknown,Weak Passwords,VPN,59
2138,UK,2021,Phishing,IT,68.5,396839,Hacker Group,Zero-day,Encryption,60
2323,Japan,2017,Ransomware,Retail,49.75,163062,Unknown,Unpatched Software,AI-based Detection,43
559,China,2022,Phishing,Retail,31.35,131361,Insider,Weak Passwords,Firewall,39
113,Japan,2020,Man-in-the-Middle,Banking,23.55,108886,Insider,Unpatched Software,Antivirus,51
532,USA,2022,Phishing,IT,59.7,382379,Nation-state,Unpatched Software,Firewall,2
225,USA,2021,Man-in-the-Middle,Education,36.06,48987,Unknown,Zero-day,VPN,58
724,UK,2016,Man-in-the-Middle,Banking,76.06,530253,Unknown,Weak Passwords,Encryption,28
2429,USA,2021,DDoS,Telecommunications,99.81,460842,Unknown,Weak Passwords,AI-based Detection,59
2571,China,2017,SQL Injection,Banking,29.39,206897,Unknown,Zero-day,Encryption,18
1434,China,2024,Ransomware,Government,65.96,44082,Nation-state,Social Engineering,VPN,48
2330,USA,2019,Man-in-the-Middle,Government,17.59,43140,Insider,Social Engineering,AI-based Detection,28
1459,Japan,2020,Phishing,Retail,38.96,370096,Nation-state,Weak Passwords,Encryption,23
2702,France,2015,Phishing,Healthcare,41.92,383484,Unknown,Unpatched Software,VPN,52
847,Germany,2019,DDoS,IT,14.77,491791,Hacker Group,Zero-day,Encryption,66
194,Australia,2022,Man-in-the-Middle,Healthcare,81.31,707365,Hacker Group,Zero-day,Antivirus,38
1465,India,2022,SQL Injection,Education,61.41,995847,Nation-state,Social Engineering,Encryption,1
947,Brazil,2023,DDoS,IT,45.97,312555,Nation-state,Social Engineering,AI-based Detection,67
2022,Brazil,2024,Malware,IT,83.09,650093,Unknown,Social Engineering,Antivirus,58
1630,Germany,2024,Man-in-the-Middle,Banking,53.51,680154,Nation-state,Zero-day,Firewall,2
118,China,2024,Ransomware,Telecommunications,7.32,179156,Nation-state,Social Engineering,AI-based Detection,34
646,Germany,2017,Malware,Telecommunications,94.87,324790,Insider,Zero-day,VPN,42
1871,Germany,2021,Ransomware,Healthcare,66.84,242893,Nation-state,Zero-day,Antivirus,50
4,UK,2024,Ransomware,Telecommunications,41.44,659320,Nation-state,Social Engineering,AI-based Detection,7
75,Germany,2018,Ransomware,Banking,87.56,933028,Nation-state,Unpatched Software,VPN,25
1756,USA,2022,Man-in-the-Middle,Banking,65.51,977913,Hacker Group,Weak Passwords,Antivirus,70
468,Russia,2017,Ransomware,Education,88.9,444399,Insider,Zero-day,Encryption,38
6,Germany,2017,Man-in-the-Middle,Retail,98.24,285201,Unknown,Social Engineering,Antivirus,25
1247,Australia,2018,Man-in-the-Middle,Healthcare,34.29,943349,Nation-state,Zero-day,Antivirus,5
920,China,2022,Malware,Education,60.9,331234,Unknown,Social Engineering,Antivirus,3
229,France,2020,Phishing,Government,94.44,209658,Insider,Zero-day,VPN,11
1064,Australia,2023,DDoS,IT,55.94,890234,Nation-state,Unpatched Software,VPN,53
243,Japan,2019,DDoS,Government,74.65,491269,Nation-state,Zero-day,Firewall,67
2280,UK,2016,SQL Injection,Government,69.55,55635,Unknown,Weak Passwords,Encryption,13
1161,Russia,2016,Malware,Government,66.19,91194,Hacker Group,Unpatched Software,Encryption,72
2514,France,2022,Ransomware,Healthcare,40.36,439046,Insider,Social Engineering,VPN,42
1527,USA,2018,DDoS,Retail,90.78,877041,Unknown,Unpatched Software,VPN,48
1606,India,2018,SQL Injection,Healthcare,47.15,98266,Insider,Social Engineering,Firewall,18
2785,India,2024,DDoS,Banking,47.1,21292,Insider,Social Engineering,Antivirus,10
2667,Brazil,2023,Phishing,IT,23.01,195113,Unknown,Unpatched Software,Encryption,4
2666,Japan,2020,Ransomware,Banking,37.38,273660,Insider,Weak Passwords,Firewall,6
1990,UK,2015,Ransomware,IT,75.49,534962,Unknown,Weak Passwords,Encryption,59
2610,China,2016,DDoS,Education,89.08,210433,Insider,Weak Passwords,AI-based Detection,63
1976,Germany,2017,Ransomware,Education,10.32,195872,Hacker Group,Social Engineering,Antivirus,22
1762,India,2017,Ransomware,Government,38.87,968822,Nation-state,Weak Passwords,Antivirus,25
1306,India,2020,Man-in-the-Middle,Telecommunications,57.89,438137,Unknown,Unpatched Software,VPN,18
1542,China,2024,SQL Injection,Telecommunications,10.18,637350,Unknown,Weak Passwords,Antivirus,52
623,Japan,2017,Phishing,IT,5.14,319868,Hacker Group,Unpatched Software,VPN,52
2314,France,2023,Malware,Healthcare,85.28,762282,Hacker Group,Social Engineering,Firewall,11
1494,Germany,2019,Phishing,Education,10.04,679314,Nation-state,Unpatched Software,Antivirus,39
111,Japan,2020,DDoS,Healthcare,73.24,136762,Unknown,Zero-day,VPN,41
2488,France,2016,Phishing,Education,37.57,380995,Unknown,Weak Passwords,VPN,60
1170,China,2024,Man-in-the-Middle,Government,11.99,735203,Insider,Zero-day,VPN,66
2462,Russia,2018,SQL Injection,Telecommunications,11.32,153618,Nation-state,Weak Passwords,VPN,29
233,Australia,2023,SQL Injection,Healthcare,99.19,538688,Nation-state,Zero-day,Encryption,36
67,Australia,2022,Malware,Healthcare,67.16,566437,Unknown,Weak Passwords,Encryption,63
2708,UK,2016,Malware,Banking,49.92,848188,Nation-state,Unpatched Software,VPN,12
2073,India,2020,Ransomware,IT,41.09,698224,Insider,Unpatched Software,VPN,21
2193,UK,2021,DDoS,Telecommunications,57.75,829827,Nation-state,Weak Passwords,Antivirus,48
537,Brazil,2019,Malware,Government,31.04,269271,Insider,Unpatched Software,Antivirus,58
126,Russia,2024,Malware,Banking,93.33,517610,Nation-state,Social Engineering,Firewall,35
2134,Germany,2016,Phishing,Telecommunications,99.98,761576,Insider,Unpatched Software,Antivirus,9
1255,Japan,2024,Man-in-the-Middle,Education,68.35,474131,Insider,Unpatched Software,Firewall,41
2485,USA,2023,DDoS,Education,90.38,311596,Insider,Weak Passwords,VPN,23
1977,Germany,2016,SQL Injection,IT,76.36,807745,Nation-state,Unpatched Software,AI-based Detection,71
2463,India,2023,Ransomware,Banking,57.15,704230,Nation-state,Zero-day,VPN,71
2489,Brazil,2018,Malware,Banking,3.1,458185,Insider,Social Engineering,AI-based Detection,31
2076,Brazil,2016,Man-in-the-Middle,Retail,14.04,117819,Nation-state,Zero-day,Antivirus,15
485,France,2022,Malware,IT,92.29,727826,Unknown,Weak Passwords,Encryption,63
1655,Russia,2022,DDoS,Education,13.89,537149,Nation-state,Unpatched Software,VPN,54
2677,China,2022,DDoS,IT,88.61,777010,Hacker Group,Weak Passwords,VPN,34
2551,India,2017,Phishing,IT,53.95,920801,Nation-state,Zero-day,Antivirus,52
2406,Brazil,2022,Malware,IT,19.26,377446,Unknown,Zero-day,AI-based Detection,12
1775,Japan,2019,Malware,IT,33.61,52191,Nation-state,Weak Passwords,Antivirus,72
919,India,2015,Ransomware,Telecommunications,24.7,825941,Hacker Group,Unpatched Software,VPN,54
1647,UK,2020,Man-in-the-Middle,IT,85.85,697536,Unknown,Social Engineering,AI-based Detection,72
1027,UK,2022,DDoS,Government,50.04,841198,Unknown,Zero-day,VPN,41
1031,China,2019,Malware,Telecommunications,62.67,520232,Nation-state,Weak Passwords,Encryption,53
883,Australia,2015,Malware,Healthcare,42.15,680874,Unknown,Zero-day,Antivirus,8
1336,Russia,2021,Man-in-the-Middle,Retail,39.73,80069,Insider,Unpatched Software,VPN,8
2223,India,2018,Malware,Education,99.09,395264,Unknown,Weak Passwords,Antivirus,5
365,Russia,2018,Malware,Banking,17.99,593009,Unknown,Social Engineering,Firewall,27
2126,Germany,2021,SQL Injection,Education,17.55,519698,Insider,Social Engineering,Encryption,30
28,Japan,2022,Ransomware,Banking,26.17,937653,Insider,Unpatched Software,Encryption,24
474,China,2015,SQL Injection,IT,28.35,604786,Unknown,Zero-day,VPN,34
526,Germany,2016,SQL Injection,Telecommunications,48.77,169455,Insider,Zero-day,Antivirus,23
726,Russia,2021,Ransomware,Banking,34.92,501490,Insider,Social Engineering,Firewall,44
56,India,2020,DDoS,Banking,86.27,898655,Nation-state,Unpatched Software,AI-based Detection,10
639,Australia,2022,Phishing,Education,22.73,648363,Unknown,Zero-day,VPN,47
303,Brazil,2020,Man-in-the-Middle,Government,32.72,220978,Nation-state,Zero-day,VPN,47
2609,Germany,2024,Malware,Retail,71.2,989625,Unknown,Social Engineering,Firewall,53
1277,Japan,2017,DDoS,Education,7.84,165722,Unknown,Unpatched Software,Encryption,23
2636,Brazil,2018,Ransomware,Healthcare,4.51,909979,Nation-state,Social Engineering,VPN,65
625,India,2023,Ransomware,IT,18.53,925373,Insider,Zero-day,AI-based Detection,4
2056,Australia,2017,Phishing,Education,82.47,317988,Nation-state,Zero-day,Encryption,2
1281,India,2018,DDoS,Banking,43.45,180980,Hacker Group,Unpatched Software,AI-based Detection,15
1050,UK,2018,DDoS,Banking,8.81,198929,Nation-state,Weak Passwords,AI-based Detection,41
337,UK,2023,SQL Injection,Telecommunications,53.82,688014,Unknown,Zero-day,Encryption,18
48,India,2016,DDoS,Education,21.01,602692,Hacker Group,Unpatched Software,VPN,29
107,Germany,2020,SQL Injection,Education,87.84,842506,Unknown,Weak Passwords,Antivirus,19
1080,Australia,2018,Phishing,Government,12.43,605810,Unknown,Zero-day,Firewall,41
1145,Australia,2019,Ransomware,Education,43.53,729109,Insider,Weak Passwords,VPN,22
2441,USA,2020,DDoS,Banking,60.2,998937,Nation-state,Zero-day,Antivirus,19
1837,Australia,2015,Phishing,Telecommunications,73.77,639279,Nation-state,Zero-day,VPN,44
1754,USA,2016,DDoS,Retail,13.83,586557,Hacker Group,Social Engineering,AI-based Detection,37
1102,USA,2024,Malware,Healthcare,69.46,187312,Nation-state,Zero-day,VPN,58
1969,Germany,2023,Malware,Retail,71.05,61238,Unknown,Unpatched Software,AI-based Detection,41
524,France,2018,Ransomware,Banking,27.78,355077,Nation-state,Unpatched Software,VPN,65
1429,UK,2015,SQL Injection,Banking,6.96,474585,Nation-state,Unpatched Software,Firewall,34
2608,India,2020,Malware,Healthcare,7.08,875225,Unknown,Zero-day,Antivirus,31
604,China,2018,Ransomware,IT,43.73,311165,Unknown,Social Engineering,AI-based Detection,34
1490,India,2021,Man-in-the-Middle,Banking,55.12,942454,Hacker Group,Social Engineering,VPN,66
2352,Russia,2021,Phishing,Banking,78.45,56333,Unknown,Social Engineering,VPN,8
61,India,2019,Phishing,Healthcare,35.6,40718,Nation-state,Zero-day,VPN,24
2750,UK,2024,Malware,Retail,33.24,851177,Insider,Unpatched Software,Encryption,53
672,UK,2022,DDoS,Education,79.6,446296,Unknown,Zero-day,AI-based Detection,4
93,UK,2024,DDoS,Healthcare,58.31,487694,Hacker Group,Weak Passwords,Antivirus,41
667,India,2018,Ransomware,Banking,11.19,168881,Insider,Social Engineering,AI-based Detection,5
1888,USA,2016,DDoS,Healthcare,27.08,551900,Unknown,Social Engineering,VPN,17
281,Russia,2023,SQL Injection,Telecommunications,3.66,702942,Nation-state,Unpatched Software,AI-based Detection,34
1720,China,2023,Phishing,Banking,15.21,597516,Nation-state,Unpatched Software,Antivirus,15
360,India,2015,SQL Injection,Government,46.2,245370,Insider,Social Engineering,AI-based Detection,57
900,India,2016,Ransomware,IT,66.19,537670,Hacker Group,Unpatched Software,Encryption,55
1936,Brazil,2015,Malware,IT,74.03,956965,Hacker Group,Unpatched Software,Encryption,40
1995,Germany,2017,SQL Injection,Retail,88.18,3200,Insider,Weak Passwords,AI-based Detection,43
2313,India,2020,Phishing,Education,17.43,84643,Nation-state,Unpatched Software,Antivirus,53
761,India,2018,Phishing,Banking,96.59,206552,Nation-state,Weak Passwords,Encryption,13
2159,Germany,2017,SQL Injection,Healthcare,12.56,135042,Nation-state,Weak Passwords,Antivirus,13
2623,Australia,2015,DDoS,Healthcare,4.49,713160,Hacker Group,Unpatched Software,Encryption,26
43,UK,2019,Man-in-the-Middle,Retail,39.77,757694,Nation-state,Unpatched Software,Encryption,69
2174,India,2018,Malware,Government,25.53,505404,Insider,Zero-day,AI-based Detection,30
205,Russia,2019,Man-in-the-Middle,Telecommunications,95.66,259993,Nation-state,Weak Passwords,Antivirus,58
1474,UK,2024,Phishing,IT,71.2,228010,Nation-state,Social Engineering,Antivirus,59
2101,Russia,2020,Ransomware,Education,65.73,431174,Unknown,Weak Passwords,Encryption,24
69,France,2016,DDoS,Banking,28.66,996004,Unknown,Zero-day,VPN,28
1876,Japan,2019,SQL Injection,IT,89.81,126120,Unknown,Social Engineering,Encryption,39
2380,USA,2023,DDoS,IT,99.64,248383,Insider,Social Engineering,Firewall,55
2232,India,2023,Ransomware,Education,9.32,182887,Hacker Group,Unpatched Software,Firewall,51
138,Japan,2016,Man-in-the-Middle,Retail,18.96,530947,Nation-state,Unpatched Software,VPN,12
797,Japan,2023,Man-in-the-Middle,Retail,36.68,231307,Unknown,Zero-day,Encryption,4
2181,UK,2023,SQL Injection,Telecommunications,78.9,716114,Insider,Weak Passwords,Firewall,63
